Season,Team,TeamsByYear,HR,R,RBI,SB,BB,K,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
2016,LAD,2016LAD,189,725,680,45,0.085,0.214,0.16,0.294,0.249,0.319,0.409,0.314,97,2,-20.2,36.9,21.6
2016,BAL,2016BAL,253,744,710,19,0.077,0.217,0.188,0.291,0.256,0.317,0.443,0.326,103,2.5,22.6,-20.5,21.5
2016,COL,2016COL,204,845,805,66,0.079,0.213,0.182,0.326,0.275,0.336,0.457,0.339,94,1.1,-45,53.1,20.9
2016,DET,2016DET,211,750,719,58,0.08,0.213,0.171,0.312,0.267,0.331,0.438,0.33,106,-16.9,27,-41.7,19.9
2016,MIA,2016MIA,128,655,626,71,0.073,0.198,0.131,0.314,0.263,0.322,0.394,0.309,95,2.4,-40.1,40,19.7
2016,TEX,2016TEX,215,765,746,99,0.072,0.2,0.172,0.298,0.262,0.322,0.433,0.324,95,2,-37,-0.2,17.5
2016,TBR,2016TBR,216,672,647,60,0.074,0.245,0.182,0.293,0.243,0.307,0.426,0.315,98,-0.4,-13,-27.6,17
2016,ARI,2016ARI,190,752,709,137,0.074,0.228,0.171,0.315,0.261,0.32,0.432,0.321,93,17.7,-39.9,5.9,16.7
2016,LAA,2016LAA,156,717,686,73,0.078,0.164,0.145,0.289,0.26,0.322,0.405,0.314,99,-16.8,-27.4,-17.3,16.6
2016,CHW,2016CHW,168,686,656,77,0.074,0.21,0.153,0.304,0.257,0.317,0.41,0.314,97,-2.5,-27.2,-21.6,16.4
2016,MIN,2016MIN,200,722,690,91,0.082,0.228,0.171,0.3,0.251,0.316,0.421,0.317,95,7.8,-28.5,-30.1,15.8
2016,MIL,2016MIL,194,671,641,181,0.099,0.255,0.163,0.304,0.244,0.322,0.407,0.315,92,5.2,-55.2,14.3,15.3
2016,NYY,2016NYY,183,680,647,72,0.078,0.196,0.153,0.289,0.252,0.314,0.405,0.311,92,10.6,-49.7,-12.3,14.8
2016,ATL,2016ATL,122,649,615,75,0.081,0.2,0.13,0.305,0.255,0.321,0.384,0.304,86,-6.1,-110.8,34.7,12.1
2016,KCR,2016KCR,147,675,640,121,0.063,0.202,0.139,0.309,0.261,0.312,0.4,0.307,89,-4.3,-83.9,-7.9,11.8
2016,CIN,2016CIN,164,716,678,139,0.074,0.211,0.152,0.303,0.256,0.316,0.408,0.311,89,-4.3,-89.9,3.3,10.8
2016,SDP,2016SDP,177,686,654,125,0.075,0.25,0.155,0.291,0.235,0.299,0.39,0.297,84,24.8,-92.3,-1.8,9.7
2016,PHI,2016PHI,161,610,575,96,0.071,0.23,0.144,0.292,0.24,0.301,0.385,0.296,81,0.9,-137.5,19,7.2
2016,OAK,2016OAK,169,653,634,50,0.073,0.19,0.149,0.28,0.246,0.304,0.395,0.302,89,-22.2,-100.5,-63.5,4.3
2015,TOR,2015TOR,232,891,852,88,0.091,0.185,0.188,0.298,0.269,0.34,0.457,0.344,117,11,135.9,6.6,36.7
2015,SFG,2015SFG,136,696,663,93,0.074,0.188,0.139,0.313,0.267,0.326,0.406,0.318,104,-0.4,25.5,62,29.5
2015,LAD,2015LAD,187,667,638,59,0.092,0.207,0.163,0.292,0.25,0.326,0.413,0.322,106,-15.3,28.2,57.3,29
2015,HOU,2015HOU,230,729,691,121,0.08,0.229,0.187,0.292,0.25,0.315,0.437,0.325,108,8.1,66.8,-19.6,26.1
2015,CHC,2015CHC,171,689,657,95,0.091,0.245,0.154,0.305,0.244,0.321,0.398,0.313,96,15.1,-15.8,63.6,25.4
2015,NYM,2015NYM,177,683,654,51,0.079,0.21,0.156,0.287,0.244,0.312,0.4,0.309,98,6.2,-6.8,48.7,24.6
2015,PIT,2015PIT,140,697,661,98,0.073,0.21,0.136,0.314,0.26,0.323,0.396,0.313,97,3.5,-17.4,49.6,24
2015,STL,2015STL,137,647,619,69,0.082,0.206,0.142,0.303,0.253,0.321,0.394,0.311,97,0.9,-21.2,53.8,23.6
2015,KCR,2015KCR,139,724,689,104,0.063,0.159,0.144,0.301,0.269,0.322,0.412,0.318,99,-0.3,-8.3,13.8,21.8
2015,TEX,2015TEX,172,751,707,101,0.081,0.199,0.156,0.3,0.257,0.325,0.413,0.321,98,21.6,4.8,-3,21.6
2015,ARI,2015ARI,154,720,680,132,0.078,0.209,0.15,0.316,0.264,0.324,0.414,0.319,95,12.5,-23.3,32.6,21.6
2015,NYY,2015NYY,212,764,737,63,0.088,0.196,0.17,0.283,0.251,0.323,0.421,0.323,103,3,25.3,-35.3,20.7
2015,TBR,2015TBR,167,644,612,87,0.072,0.216,0.154,0.3,0.252,0.314,0.406,0.313,100,-13.4,-16.2,2.5,19.6
2015,CLE,2015CLE,141,669,640,86,0.087,0.189,0.144,0.299,0.256,0.325,0.401,0.315,97,8.1,-15.6,-4.5,19.1
2015,BOS,2015BOS,161,748,706,71,0.077,0.184,0.149,0.305,0.265,0.325,0.415,0.321,99,1.4,-5.9,-28.9,17.9
2015,WSN,2015WSN,177,703,665,57,0.088,0.22,0.151,0.3,0.251,0.321,0.403,0.315,96,-2.3,-29.7,9.4,17.9
2015,BAL,2015BAL,217,713,686,44,0.07,0.222,0.171,0.291,0.25,0.307,0.421,0.315,97,-4.9,-23.9,-5.9,17.7
2015,SEA,2015SEA,198,656,624,69,0.078,0.218,0.162,0.292,0.249,0.311,0.411,0.313,100,-23.1,-20.7,-15.8,17.4
2015,DET,2015DET,151,689,660,83,0.074,0.204,0.15,0.322,0.27,0.328,0.42,0.324,103,-27.6,-8.6,-31.6,17.1
2015,LAA,2015LAA,176,661,621,52,0.073,0.192,0.15,0.28,0.246,0.307,0.396,0.305,95,0.5,-37,2.3,17.1
2015,CIN,2015CIN,167,640,613,134,0.08,0.203,0.146,0.29,0.248,0.312,0.394,0.307,91,10.9,-52.1,16.1,16.5
2015,SDP,2015SDP,148,650,623,82,0.071,0.22,0.142,0.292,0.243,0.3,0.385,0.298,90,5,-63.2,31.5,16.4
2015,MIA,2015MIA,120,613,575,112,0.063,0.192,0.124,0.307,0.26,0.31,0.384,0.302,91,-1.2,-67.3,26.9,15.3
2015,MIL,2015MIL,145,655,624,84,0.068,0.216,0.142,0.303,0.251,0.307,0.393,0.304,87,1.5,-87.9,20.7,12.6
2015,MIN,2015MIN,156,696,661,70,0.073,0.21,0.152,0.292,0.247,0.305,0.399,0.305,89,-5.5,-80.4,-2.1,12.1
2015,OAK,2015OAK,146,694,661,78,0.077,0.181,0.144,0.288,0.251,0.312,0.395,0.308,95,-1,-34.1,-60.7,11.3
2015,ATL,2015ATL,100,573,548,69,0.078,0.183,0.108,0.297,0.251,0.314,0.359,0.296,84,-2.7,-115.5,22.4,9.9
2015,COL,2015COL,186,737,702,97,0.064,0.211,0.167,0.313,0.265,0.315,0.432,0.321,87,4.7,-91.9,-4.2,9.7
2015,PHI,2015PHI,130,626,586,88,0.064,0.21,0.133,0.299,0.249,0.303,0.382,0.298,86,-1.9,-100.3,-3.9,8.8
2015,CHW,2015CHW,136,622,595,68,0.067,0.203,0.13,0.296,0.25,0.306,0.38,0.3,89,-15.2,-94.3,-21.6,8.8
2014,LAD,2014LAD,134,718,686,138,0.083,0.2,0.14,0.318,0.265,0.333,0.406,0.327,112,-0.4,81.4,20.3,31.8
2014,PIT,2014PIT,156,682,659,104,0.084,0.2,0.145,0.307,0.259,0.33,0.404,0.325,108,3.8,61.6,36.7,31.4
2014,LAA,2014LAA,155,773,729,81,0.078,0.201,0.147,0.305,0.259,0.322,0.406,0.321,110,1.3,67.3,11.5,30.4
2014,BAL,2014BAL,211,705,681,44,0.065,0.21,0.166,0.296,0.256,0.311,0.422,0.323,104,-6.2,21.9,34.4,27.4
2014,WSN,2014WSN,152,686,635,101,0.083,0.21,0.14,0.303,0.253,0.321,0.393,0.317,99,15.3,8.4,42.4,26.2
2014,SFG,2014SFG,132,665,636,56,0.07,0.205,0.133,0.304,0.255,0.311,0.388,0.308,99,0.5,-5.1,52.8,25.4
2014,DET,2014DET,155,757,731,106,0.071,0.184,0.15,0.319,0.277,0.331,0.426,0.331,112,-7.3,73,-41.9,24.8
2014,TOR,2014TOR,177,723,690,78,0.081,0.187,0.155,0.295,0.259,0.323,0.414,0.325,107,0,44.9,-37,22.2
2014,OAK,2014OAK,146,729,686,83,0.094,0.177,0.137,0.278,0.244,0.32,0.381,0.312,102,11,27.2,-30.4,21.2
2014,MIL,2014MIL,150,650,617,102,0.07,0.197,0.147,0.293,0.25,0.311,0.397,0.313,94,-12.1,-56.2,62.2,20.8
2014,TBR,2014TBR,117,612,586,63,0.085,0.181,0.12,0.287,0.247,0.317,0.367,0.305,97,1,-19.9,9.5,20.3
2014,KCR,2014KCR,95,651,604,153,0.063,0.163,0.113,0.302,0.263,0.314,0.376,0.306,92,4.8,-47.8,28.1,18.8
2014,NYY,2014NYY,147,633,591,112,0.074,0.186,0.135,0.282,0.245,0.307,0.38,0.305,94,3.2,-38.5,11.7,18.1
2014,STL,2014STL,105,619,585,57,0.077,0.186,0.116,0.3,0.253,0.32,0.369,0.308,95,-15.5,-49,29.9,18.1
2014,NYM,2014NYM,125,629,602,101,0.084,0.206,0.126,0.286,0.239,0.308,0.364,0.299,92,-0.4,-56,32.6,17.8
2014,BOS,2014BOS,123,634,601,63,0.086,0.215,0.124,0.297,0.244,0.316,0.369,0.305,89,-8.1,-82.9,44.8,17.3
2014,COL,2014COL,186,755,721,85,0.064,0.208,0.169,0.326,0.276,0.327,0.445,0.337,97,-12.3,-33.1,2.2,17
2014,MIA,2014MIA,122,645,614,58,0.081,0.229,0.125,0.316,0.253,0.317,0.378,0.307,95,-5.6,-42.3,7,16.6
2014,SEA,2014SEA,136,634,600,96,0.066,0.206,0.132,0.29,0.244,0.3,0.376,0.299,94,3.2,-37.5,-1.5,16.4
2014,MIN,2014MIN,128,715,675,99,0.087,0.213,0.135,0.309,0.254,0.324,0.389,0.316,100,20.9,23.8,-72.6,16.2
2014,CHC,2014CHC,157,614,590,65,0.072,0.242,0.146,0.296,0.239,0.3,0.385,0.303,91,4,-59.5,15.2,15.4
2014,CIN,2014CIN,131,595,562,122,0.069,0.209,0.127,0.284,0.238,0.296,0.365,0.294,83,-1.2,-115.4,69.1,14.7
2014,CLE,2014CLE,142,669,644,104,0.081,0.191,0.136,0.296,0.253,0.317,0.389,0.313,98,9.9,-1.7,-65.6,14.1
2014,HOU,2014HOU,163,629,596,122,0.082,0.238,0.141,0.298,0.242,0.309,0.383,0.308,98,3.6,-8.1,-57.9,13.7
2014,CHW,2014CHW,155,660,625,85,0.069,0.224,0.146,0.306,0.253,0.31,0.398,0.312,99,-13.1,-23.5,-46.4,13.3
2014,ARI,2014ARI,118,615,573,86,0.065,0.191,0.127,0.293,0.248,0.302,0.376,0.3,83,1.5,-112.8,47.5,13
2014,ATL,2014ATL,123,573,545,95,0.078,0.226,0.119,0.298,0.241,0.305,0.36,0.296,86,-4.4,-98.9,32.7,12.8
2014,SDP,2014SDP,109,535,500,91,0.079,0.219,0.115,0.277,0.226,0.292,0.342,0.283,82,-6.2,-128.7,56.9,11.7
2014,TEX,2014TEX,111,637,597,105,0.069,0.193,0.119,0.305,0.256,0.314,0.375,0.305,90,-1.8,-66.8,-17,11.6
2014,PHI,2014PHI,125,619,584,109,0.071,0.211,0.121,0.292,0.242,0.302,0.363,0.295,86,10.6,-85.5,4.2,11.6
2013,BOS,2013BOS,178,853,819,123,0.091,0.205,0.169,0.329,0.277,0.349,0.446,0.347,114,13.3,116.7,11.9,36.2
2013,TBR,2013TBR,165,700,670,73,0.094,0.188,0.151,0.295,0.257,0.329,0.408,0.324,107,2.5,50.1,9.2,28.2
2013,DET,2013DET,176,796,767,35,0.083,0.168,0.151,0.32,0.283,0.346,0.434,0.341,114,-19,83.7,-35.3,27.6
2013,SFG,2013SFG,107,629,596,67,0.076,0.175,0.121,0.304,0.26,0.32,0.381,0.309,100,-4.1,-1.7,66.3,26.9
2013,STL,2013STL,125,783,745,45,0.078,0.179,0.133,0.314,0.269,0.332,0.401,0.322,104,-9.1,21,35,26.1
2013,BAL,2013BAL,212,745,719,79,0.068,0.183,0.171,0.288,0.26,0.313,0.431,0.323,101,13.8,16.4,22.7,25.7
2013,ATL,2013ATL,181,688,656,64,0.088,0.226,0.153,0.3,0.249,0.321,0.402,0.318,102,-5.7,3.8,50.1,25.6
2013,LAD,2013LAD,138,649,618,78,0.077,0.186,0.133,0.308,0.264,0.326,0.396,0.317,103,-8,14.7,37.2,25.5
2013,OAK,2013OAK,186,767,725,74,0.092,0.19,0.165,0.289,0.254,0.327,0.419,0.327,108,10,66.2,-32.4,25.4
2013,PIT,2013PIT,161,634,603,94,0.076,0.217,0.151,0.294,0.245,0.313,0.396,0.312,99,1.8,-3.4,30.8,22.8
2013,MIL,2013MIL,157,640,610,142,0.067,0.195,0.145,0.294,0.252,0.311,0.398,0.311,91,-6.9,-66,94,22.6
2013,CLE,2013CLE,171,745,711,117,0.091,0.208,0.155,0.3,0.255,0.327,0.41,0.324,104,11.5,39.3,-29.5,22.6
2013,CIN,2013CIN,155,698,664,67,0.093,0.198,0.142,0.293,0.249,0.327,0.391,0.316,96,-2,-32.9,52.4,22.5
2013,LAA,2013LAA,164,733,696,82,0.084,0.195,0.15,0.307,0.264,0.329,0.414,0.325,109,-9.7,54.8,-58,21.6
2013,TEX,2013TEX,176,730,691,149,0.075,0.172,0.15,0.294,0.262,0.323,0.412,0.323,97,2,-22.5,3.9,19.7
2013,KCR,2013KCR,112,648,620,153,0.069,0.172,0.119,0.3,0.26,0.315,0.379,0.305,89,18.2,-57.4,39.6,19.4
2013,ARI,2013ARI,130,685,647,62,0.082,0.18,0.133,0.301,0.259,0.323,0.391,0.314,93,-18.5,-69.4,59.4,19.4
2013,SDP,2013SDP,146,618,578,118,0.076,0.214,0.133,0.294,0.245,0.308,0.378,0.302,94,8.8,-35.4,24.4,18.6
2013,WSN,2013WSN,161,656,621,88,0.077,0.197,0.146,0.292,0.251,0.313,0.398,0.311,94,3.1,-34.7,16.3,17.6
2013,TOR,2013TOR,185,712,669,112,0.083,0.183,0.158,0.284,0.252,0.318,0.411,0.32,99,3.8,-2.8,-39.1,17
2013,NYM,2013NYM,130,619,593,114,0.082,0.223,0.129,0.291,0.237,0.306,0.366,0.297,90,23,-49.2,16.1,16.5
2013,NYY,2013NYY,144,650,614,115,0.077,0.201,0.133,0.285,0.242,0.307,0.376,0.301,86,4.4,-89.2,28.1,14.6
2013,CHC,2013CHC,172,602,576,63,0.072,0.202,0.154,0.275,0.238,0.3,0.392,0.304,90,-11.9,-78.3,27.3,14.1
2013,COL,2013COL,159,706,673,112,0.069,0.196,0.149,0.317,0.27,0.323,0.418,0.324,87,17.4,-72.7,15.1,13.7
2013,MIN,2013MIN,151,614,590,52,0.086,0.23,0.138,0.298,0.242,0.312,0.38,0.307,91,1.2,-66.1,-35.4,10.8
2013,SEA,2013SEA,188,624,597,49,0.086,0.219,0.152,0.279,0.237,0.306,0.39,0.307,95,-6.9,-41.1,-66.7,10
2013,PHI,2013PHI,140,610,578,73,0.069,0.2,0.135,0.293,0.248,0.306,0.384,0.303,89,-7.4,-81.9,-15.8,8.9
2013,CHW,2013CHW,148,598,574,105,0.068,0.199,0.129,0.291,0.249,0.302,0.378,0.299,85,-12.7,-117.5,-29,5.5
2013,MIA,2013MIA,95,513,485,78,0.072,0.205,0.104,0.28,0.231,0.293,0.335,0.279,74,-5.2,-178.9,29.5,3.3
2013,HOU,2013HOU,148,610,566,110,0.071,0.255,0.136,0.304,0.24,0.299,0.375,0.298,85,-8.9,-112.7,-64.4,1.9
2012,LAA,2012LAA,187,767,732,134,0.073,0.182,0.159,0.311,0.274,0.332,0.433,0.331,113,13.5,109.8,5.9,33.8
2012,NYY,2012NYY,245,804,774,93,0.091,0.189,0.188,0.293,0.265,0.337,0.453,0.342,113,2.3,97.2,12.1,33.6
2012,SFG,2012SFG,103,718,675,118,0.078,0.177,0.128,0.315,0.269,0.327,0.397,0.314,101,13,22.4,66.7,29
2012,STL,2012STL,159,765,732,91,0.084,0.188,0.15,0.316,0.271,0.338,0.421,0.329,106,-1.6,46.5,33.9,28.5
2012,MIL,2012MIL,202,776,741,158,0.075,0.199,0.177,0.299,0.259,0.325,0.437,0.329,102,12.1,29.5,52.2,28.3
2012,ATL,2012ATL,149,700,660,101,0.093,0.21,0.142,0.296,0.247,0.32,0.389,0.31,92,7.2,-48.9,123.8,27.3
2012,CIN,2012CIN,172,669,636,87,0.079,0.207,0.159,0.296,0.251,0.315,0.411,0.314,93,13.5,-36,78.9,23.9
2012,TBR,2012TBR,175,697,665,134,0.094,0.217,0.155,0.284,0.24,0.317,0.394,0.311,100,-0.7,-1,20.8,23.7
2012,WSN,2012WSN,194,731,688,105,0.077,0.213,0.166,0.308,0.261,0.322,0.428,0.324,101,-4.1,4.7,33,23.7
2012,TEX,2012TEX,200,808,780,91,0.077,0.177,0.173,0.306,0.273,0.334,0.446,0.336,106,-5.8,39.5,-27.3,23.3
2012,ARI,2012ARI,165,734,710,93,0.088,0.206,0.159,0.307,0.259,0.328,0.418,0.323,97,-5.6,-30.7,52,21.7
2012,SDP,2012SDP,121,651,610,155,0.088,0.203,0.133,0.297,0.247,0.319,0.38,0.307,97,13.8,-8.4,29.1,21.6
2012,PHI,2012PHI,158,684,659,116,0.074,0.177,0.144,0.29,0.255,0.317,0.4,0.311,93,10.7,-40.8,58.9,21.5
2012,CHW,2012CHW,211,748,726,109,0.075,0.197,0.167,0.289,0.255,0.318,0.422,0.322,98,-7,-18.2,8.7,20.7
2012,DET,2012DET,163,726,698,59,0.084,0.18,0.154,0.307,0.268,0.335,0.422,0.328,105,-17.8,15.4,-27.2,20.5
2012,BOS,2012BOS,165,734,695,97,0.069,0.194,0.155,0.301,0.26,0.315,0.415,0.316,95,2.6,-37.1,20,20.1
2012,OAK,2012OAK,195,713,676,122,0.089,0.224,0.166,0.281,0.238,0.31,0.404,0.311,97,19.4,0.3,-24.4,19.4
2012,NYM,2012NYM,139,650,625,79,0.083,0.205,0.137,0.298,0.249,0.316,0.386,0.306,94,-3.2,-48.8,16.1,15.9
2012,BAL,2012BAL,214,712,677,58,0.078,0.213,0.17,0.286,0.247,0.311,0.417,0.317,96,-17.1,-44,-24.7,14.6
2012,TOR,2012TOR,198,716,677,123,0.078,0.205,0.161,0.281,0.245,0.309,0.407,0.311,92,2.5,-55.8,-14,14.3
2012,LAD,2012LAD,116,637,607,104,0.079,0.19,0.122,0.298,0.252,0.317,0.374,0.302,90,-8.6,-81.9,28.9,13.8
2012,KCR,2012KCR,131,676,643,132,0.066,0.168,0.135,0.302,0.265,0.317,0.4,0.311,94,-7.4,-50.8,-35.7,12.7
2012,MIN,2012MIN,131,701,666,135,0.081,0.172,0.13,0.298,0.26,0.325,0.39,0.313,95,0.7,-32.5,-57.5,12.6
2012,CHC,2012CHC,137,613,570,94,0.075,0.207,0.138,0.286,0.24,0.302,0.378,0.297,81,-6,-138.9,65.7,11.3
2012,MIA,2012MIA,137,609,576,149,0.08,0.203,0.138,0.289,0.244,0.308,0.382,0.3,87,2.5,-92.9,10.9,10.6
2012,COL,2012COL,166,758,716,100,0.073,0.196,0.163,0.321,0.274,0.33,0.436,0.331,90,2.8,-73.8,-14.7,10.3
2012,PIT,2012PIT,170,651,620,73,0.074,0.225,0.152,0.291,0.243,0.304,0.395,0.304,91,-0.3,-67.8,-17,10.2
2012,SEA,2012SEA,149,619,584,104,0.077,0.208,0.135,0.276,0.234,0.296,0.369,0.291,87,0.1,-89.6,-30.3,8.9
2012,CLE,2012CLE,136,667,635,110,0.09,0.175,0.131,0.288,0.251,0.324,0.381,0.31,97,-13.6,-37.7,-93.2,8.2
2012,HOU,2012HOU,146,583,545,105,0.077,0.227,0.135,0.288,0.236,0.302,0.371,0.296,82,-16.9,-144.4,17.7,5.8
2011,NYY,2011NYY,222,867,836,147,0.099,0.18,0.181,0.292,0.263,0.343,0.444,0.345,113,6.6,101.6,39.7,37
2011,BOS,2011BOS,203,875,842,102,0.09,0.173,0.181,0.314,0.28,0.349,0.461,0.352,117,-12.2,114.3,16.2,36.3
2011,TEX,2011TEX,210,855,807,143,0.076,0.149,0.177,0.304,0.283,0.34,0.46,0.347,112,20.6,107.4,5.3,33.9
2011,MIL,2011MIL,185,721,693,94,0.079,0.177,0.164,0.293,0.261,0.325,0.425,0.327,103,0.3,20.6,82,30.5
2011,ARI,2011ARI,172,731,702,133,0.087,0.205,0.163,0.294,0.25,0.322,0.413,0.322,97,9,-14.8,117.8,30.5
2011,STL,2011STL,162,762,726,57,0.087,0.157,0.151,0.305,0.273,0.341,0.425,0.334,112,-16.5,72.3,17.6,29.6
2011,CIN,2011CIN,183,735,697,97,0.085,0.198,0.152,0.297,0.256,0.326,0.408,0.322,99,8.7,3.6,81.9,29.4
2011,TBR,2011TBR,172,707,674,155,0.093,0.194,0.159,0.281,0.244,0.322,0.402,0.319,103,10.4,35.1,23.1,27.7
2011,LAA,2011LAA,155,667,629,135,0.073,0.178,0.149,0.288,0.253,0.313,0.402,0.313,98,-3.8,-14.6,38,23.8
2011,DET,2011DET,169,787,750,49,0.084,0.183,0.157,0.318,0.277,0.34,0.434,0.337,109,-15.2,48.5,-36.5,23.1
2011,KCR,2011KCR,129,730,705,153,0.071,0.161,0.14,0.311,0.275,0.329,0.415,0.325,101,0.7,4.5,-25.3,19.8
2011,LAD,2011LAD,117,644,613,126,0.082,0.178,0.118,0.299,0.257,0.322,0.375,0.307,95,10.2,-24.6,24.3,19.6
2011,PHI,2011PHI,153,713,693,96,0.086,0.163,0.142,0.283,0.253,0.323,0.395,0.315,96,3.5,-29.5,17.9,19
2011,ATL,2011ATL,173,641,606,77,0.082,0.204,0.144,0.284,0.243,0.308,0.387,0.306,91,-4.8,-70.5,57.9,18.5
2011,SFG,2011SFG,121,570,534,85,0.074,0.184,0.126,0.281,0.242,0.303,0.368,0.295,88,-6.5,-87.9,74.2,18.1
2011,NYM,2011NYM,108,718,676,130,0.09,0.171,0.127,0.307,0.264,0.335,0.391,0.319,102,11.1,25,-55.1,17.2
2011,WSN,2011WSN,154,624,594,106,0.077,0.217,0.14,0.292,0.242,0.309,0.383,0.305,89,3.7,-73.4,45.6,16.6
2011,TOR,2011TOR,186,743,704,131,0.085,0.191,0.164,0.283,0.249,0.317,0.413,0.319,97,12.1,-11.6,-46.8,15.6
2011,SDP,2011SDP,91,593,563,170,0.082,0.217,0.112,0.294,0.237,0.305,0.349,0.29,86,18.2,-77.2,34.3,15
2011,CHC,2011CHC,148,654,610,69,0.069,0.196,0.144,0.301,0.256,0.314,0.401,0.314,91,-17.7,-80.2,29.5,14.3
2011,FLA,2011FLA,149,625,596,95,0.087,0.2,0.142,0.291,0.247,0.318,0.388,0.311,92,2.1,-56.1,-3.7,13.7
2011,HOU,2011HOU,95,615,579,118,0.065,0.189,0.116,0.308,0.258,0.311,0.374,0.301,88,-0.6,-89.1,28.3,13.3
2011,BAL,2011BAL,191,708,684,81,0.073,0.182,0.156,0.288,0.257,0.316,0.413,0.32,96,-11.3,-39.1,-48.9,12.3
2011,COL,2011COL,163,735,697,118,0.088,0.191,0.152,0.3,0.258,0.329,0.41,0.324,88,-1.8,-92.6,12.7,11.7
2011,CHW,2011CHW,154,654,625,81,0.077,0.161,0.136,0.28,0.252,0.319,0.388,0.312,90,-9.9,-80,-13.9,11.7
2011,CLE,2011CLE,154,704,671,89,0.08,0.207,0.146,0.297,0.25,0.317,0.396,0.314,99,0.4,-8.5,-107.2,9.3
2011,OAK,2011OAK,114,645,612,117,0.083,0.179,0.125,0.283,0.244,0.311,0.369,0.301,89,-6.5,-82.2,-49.5,7.5
2011,PIT,2011PIT,107,610,580,108,0.081,0.216,0.123,0.301,0.244,0.309,0.368,0.299,88,-15.2,-103.1,-17.8,6.7
2011,MIN,2011MIN,103,619,572,92,0.073,0.174,0.113,0.288,0.247,0.306,0.36,0.296,82,-6.5,-133.4,-25.8,4.3
2011,SEA,2011SEA,109,556,534,125,0.073,0.214,0.115,0.283,0.233,0.292,0.348,0.283,80,11.9,-124.4,-36.6,3.9
2010,CIN,2010CIN,188,790,761,93,0.083,0.194,0.164,0.314,0.272,0.338,0.436,0.34,106,12.7,57.2,96.8,35.7
2010,NYY,2010NYY,201,859,823,103,0.104,0.178,0.169,0.3,0.267,0.35,0.436,0.346,112,12.1,101.5,-24.8,31.2
2010,TBR,2010TBR,160,802,769,172,0.107,0.206,0.156,0.293,0.247,0.333,0.403,0.326,106,37.6,78.5,-3.2,30.7
2010,MIL,2010MIL,182,750,710,81,0.087,0.193,0.161,0.304,0.262,0.335,0.424,0.334,104,0.6,32.4,66.3,30
2010,MIN,2010MIN,142,781,749,68,0.089,0.155,0.148,0.306,0.273,0.341,0.422,0.335,106,-15.8,29.5,17.9,27.8
2010,SFG,2010SFG,162,697,660,55,0.079,0.179,0.151,0.293,0.257,0.321,0.408,0.32,98,-18.3,-31.6,95.2,25.8
2010,STL,2010STL,150,736,689,79,0.087,0.165,0.139,0.296,0.263,0.332,0.402,0.322,99,1.8,-6.8,59.6,25
2010,BOS,2010BOS,211,818,782,68,0.092,0.179,0.183,0.299,0.268,0.339,0.451,0.345,109,-7.2,59.7,-43.4,24.9
2010,TOR,2010TOR,257,755,732,58,0.078,0.192,0.206,0.269,0.248,0.312,0.454,0.334,105,-12.3,25.1,-9.9,23.7
2010,ATL,2010ATL,139,738,699,63,0.101,0.182,0.143,0.301,0.258,0.339,0.401,0.327,100,-2.1,-2.9,41.9,23.6
2010,SDP,2010SDP,132,665,630,124,0.088,0.192,0.125,0.29,0.246,0.317,0.371,0.304,92,9.3,-50.2,91.9,23.6
2010,DET,2010DET,152,751,717,69,0.087,0.182,0.147,0.311,0.268,0.335,0.415,0.33,102,9.7,23.9,-18.7,23.6
2010,PHI,2010PHI,166,772,736,108,0.089,0.169,0.153,0.292,0.26,0.332,0.413,0.327,99,13.3,5.5,27.4,23.1
2010,TEX,2010TEX,162,787,740,123,0.081,0.156,0.143,0.307,0.276,0.338,0.419,0.333,98,4.5,-7,-4.1,21.8
2010,ARI,2010ARI,180,713,691,86,0.095,0.247,0.166,0.312,0.25,0.325,0.416,0.325,93,-8.3,-62.7,85.8,21.8
2010,OAK,2010OAK,109,663,619,156,0.086,0.173,0.122,0.297,0.256,0.324,0.378,0.313,95,17.8,-20.6,1,20.3
2010,WSN,2010WSN,149,655,634,110,0.082,0.2,0.14,0.294,0.25,0.318,0.39,0.313,90,-11.3,-84.4,59.9,16.6
2010,FLA,2010FLA,152,719,686,92,0.083,0.222,0.149,0.309,0.254,0.321,0.403,0.318,92,22.5,-36.1,2.7,15.9
2010,CHW,2010CHW,177,752,710,160,0.076,0.151,0.152,0.292,0.268,0.332,0.42,0.332,100,-8.1,-7.7,-56.3,15.7
2010,NYM,2010NYM,128,656,625,130,0.082,0.178,0.134,0.287,0.249,0.314,0.383,0.307,89,10.6,-70.9,30.6,15.1
2010,LAA,2010LAA,155,681,656,104,0.077,0.176,0.142,0.281,0.248,0.311,0.39,0.31,94,-8.8,-54.2,-24.1,14.1
2010,CHC,2010CHC,149,685,658,55,0.078,0.201,0.145,0.304,0.257,0.32,0.401,0.318,90,-10.3,-81.7,29,13.8
2010,COL,2010COL,173,770,741,99,0.093,0.203,0.162,0.31,0.263,0.336,0.425,0.333,91,9.3,-62,2.5,13.5
2010,LAD,2010LAD,120,667,621,92,0.087,0.193,0.127,0.299,0.252,0.322,0.379,0.309,92,1.3,-60.6,3.4,13.3
2010,CLE,2010CLE,128,646,601,91,0.088,0.192,0.13,0.293,0.248,0.322,0.378,0.311,94,1.3,-40.7,-70.3,11
